,social_assit,pharmaceutical,general_surgeon,general_practitioner,nurse,physiotherapist,gynecologist,family_physician,Nutricionista,pediatrician
311560,-,1,-,-,2,1,-,-,1,-
311570,2,6,-,2,10,2,2,2,1,1
311580,2,2,1,5,11,2,-,2,-,-
311590,-,1,-,4,5,2,1,1,1,-
311600,1,1,-,7,8,2,-,1,1,1
311610,1,2,-,2,14,4,-,6,2,-
311615,2,1,-,3,12,3,-,-,-,-
311620,1,1,-,1,3,-,1,-,1,1
311630,2,2,-,2,5,5,-,-,1,-
311640,-,1,-,4,4,3,1,2,1,1
311650,-,1,-,1,9,3,-,3,1,-
311660,4,5,1,10,24,9,-,5,3,3
311670,-,-,-,2,7,1,-,2,1,-
311680,-,2,-,6,8,1,-,3,2,-
311690,1,1,-,2,5,2,1,1,3,1
311700,-,1,-,2,5,2,-,1,1,-
311710,2,2,-,4,11,3,-,-,1,1
311720,-,1,-,-,4,2,1,1,-,1
311730,2,4,1,30,29,10,-,6,2,1
311740,-,2,-,1,5,2,-,2,1,-
311750,-,2,-,22,30,11,1,6,4,-
311760,-,-,-,2,5,2,-,2,1,1
311770,-,7,-,10,7,6,2,7,1,-
311780,-,2,-,-,9,3,-,4,2,-
311783,1,1,-,1,9,3,-,4,1,-
311787,2,2,-,5,10,3,-,1,1,3
311790,2,2,-,6,8,5,3,2,1,4
311800,11,13,2,56,84,34,5,17,11,47
311810,-,3,-,1,3,1,-,-,1,-
311820,2,2,-,5,10,6,1,2,1,1
311830,21,17,12,93,146,56,15,16,23,18
311840,-,5,-,9,18,9,1,2,-,2
311850,-,-,-,-,1,-,1,1,-,-
311860,79,73,45,274,664,180,45,108,61,148
311870,1,2,-,5,9,3,-,2,1,-
311880,3,15,-,16,37,8,1,6,4,2
311890,-,1,-,-,9,-,-,2,1,-
311900,1,1,-,-,3,2,-,1,1,-
311910,-,-,-,10,14,4,-,3,2,2
311920,-,2,-,4,12,2,-,1,-,-
311930,6,1,-,12,27,7,-,6,3,3
311940,12,27,5,73,142,52,7,14,20,38
311950,-,-,-,1,4,1,-,1,2,-
311960,-,-,-,10,4,-,-,-,1,-
311970,-,1,-,2,3,1,-,2,-,1
311980,-,-,-,2,4,4,-,1,1,1
311990,-,1,-,1,3,2,-,1,-,-
311995,-,1,-,5,8,3,-,2,1,1
312000,-,-,-,1,2,3,-,-,1,-
312010,1,-,-,2,7,3,-,2,2,-
312015,1,1,-,-,2,1,-,3,4,-
312020,2,2,-,12,10,4,-,1,2,-
312030,1,1,-,-,4,3,-,2,2,-
312040,-,-,-,-,2,1,-,-,1,-
312050,1,2,-,6,13,7,1,1,1,1
312060,1,1,-,2,7,4,-,2,1,1
312070,1,1,-,-,6,3,-,1,1,-
312080,3,5,-,6,21,4,1,2,2,3
312083,-,2,-,4,4,1,-,1,1,-
312087,-,1,-,2,13,3,-,2,-,-
312090,14,12,2,86,96,29,-,9,14,15
312100,-,-,-,1,8,4,-,2,-,1
312110,-,2,-,2,12,3,-,3,1,2
312120,-,3,-,2,15,3,-,4,1,-
312125,-,3,-,4,9,4,1,3,-,3
312130,1,1,-,2,2,5,-,2,-,-
312140,-,5,-,5,8,3,1,-,1,1
312150,-,1,-,-,2,2,-,-,1,-
312160,10,28,-,87,121,62,-,15,28,8
312170,1,1,-,1,3,3,-,1,1,1
312180,1,-,-,1,7,3,-,2,1,-
312190,-,1,-,3,5,3,-,1,1,1
312200,3,3,-,6,16,3,-,3,1,-
312210,-,2,-,-,10,1,-,2,2,-
312220,1,2,-,4,9,3,1,1,1,1
312230,32,65,16,171,600,236,35,28,53,56
312235,-,2,-,-,6,2,-,-,1,-
312240,1,2,-,2,7,1,-,-,-,1
312245,1,1,-,2,7,3,-,3,1,-
312247,-,1,-,3,7,1,-,1,-,-
312250,-,3,-,1,6,2,-,-,1,1
312260,1,1,-,2,3,3,-,-,1,1
312270,-,2,-,5,7,3,1,-,-,-
312280,1,1,-,1,2,2,1,-,-,-
312290,-,1,-,-,4,5,-,3,-,1
312300,1,1,-,3,9,5,-,-,1,-
312310,-,1,-,1,7,1,-,1,1,-
312320,-,3,-,9,12,7,1,1,2,2
312330,1,2,-,2,5,2,-,1,1,-
312340,-,1,-,3,2,2,-,-,1,1
312350,-,1,-,-,3,1,-,-,1,-
312352,-,2,-,1,2,2,1,1,-,-
312360,3,2,-,20,16,11,2,2,2,10
312370,-,3,-,5,7,4,1,3,1,-
312380,-,1,-,5,5,2,-,1,1,-
312385,2,2,-,1,4,2,-,1,1,-
312390,2,3,-,14,10,4,-,2,2,-
312400,4,5,1,13,24,7,2,7,4,1
312410,5,2,1,10,46,6,-,17,3,4
312420,4,3,1,8,17,6,1,4,3,-
312430,5,4,1,12,19,6,1,8,3,2
312440,-,3,-,3,3,3,1,1,1,2
312450,-,1,-,1,8,2,-,2,3,-
312460,-,-,-,1,6,1,-,-,1,-
312470,1,1,-,4,3,4,-,-,1,-
312480,-,2,-,3,2,1,-,1,1,1
312490,2,2,-,6,10,5,-,2,2,1
312500,-,1,-,4,3,1,1,1,2,-
312510,4,17,1,29,40,14,7,13,7,7
312520,1,1,-,1,3,1,-,-,-,-
312530,-,1,-,1,1,1,-,1,1,-
312540,-,2,-,-,10,3,-,3,2,-
312550,2,1,-,1,4,2,-,2,1,-
312560,1,2,-,4,11,3,-,-,1,-
312570,3,3,-,4,22,5,1,3,1,1
312580,-,1,-,-,1,2,1,-,-,1
312590,2,1,-,4,9,1,-,2,1,-
312595,2,1,-,8,11,6,1,-,1,1
312600,1,1,-,6,8,3,-,-,2,2
312610,8,10,1,78,94,47,2,10,15,8
312620,1,2,-,2,9,2,-,3,1,-
312630,2,1,-,5,7,1,-,1,1,1
312640,-,1,-,4,4,1,-,1,1,1
312650,-,-,-,2,7,2,-,3,1,-
312660,-,1,-,-,6,2,-,2,1,-
312670,7,5,-,17,43,11,2,4,2,2
312675,1,1,-,2,10,3,-,1,1,-
312680,1,1,-,2,1,2,-,-,1,1
312690,1,2,-,4,8,3,-,2,1,-
312695,-,1,-,1,1,1,-,-,2,-
312700,1,3,1,6,12,10,-,2,1,1
312705,-,2,-,1,5,2,-,2,1,-
312707,1,1,-,2,4,1,-,2,1,-
312710,12,16,1,50,55,17,1,5,14,7
312720,-,3,-,1,5,2,-,1,2,-
312730,1,1,-,-,7,1,-,2,-,-
312733,-,1,-,3,4,2,-,2,1,-
312735,-,1,-,1,2,1,-,1,1,-
312737,1,1,-,-,8,2,-,2,2,-
312738,-,1,-,2,3,1,-,-,1,1
312740,-,-,-,1,2,2,1,3,1,-
312750,1,1,-,3,8,2,-,-,2,-
312760,1,2,-,-,12,4,-,-,3,-
312770,63,64,27,235,505,147,43,43,61,50
312780,4,2,-,7,18,3,-,3,1,1
312790,-,1,-,2,3,1,-,1,1,-
312800,4,6,3,28,47,15,2,7,3,3
312810,-,1,-,5,11,4,-,2,2,1
312820,1,4,-,8,6,4,-,3,1,1
312825,-,-,-,3,5,2,-,1,1,-
312830,2,4,-,15,19,6,1,3,1,2
312840,2,2,-,7,11,3,1,1,1,-
312850,1,1,-,2,4,3,1,-,1,-
312860,1,2,-,15,11,3,-,1,2,-
312870,5,10,1,62,66,38,3,9,7,12
312880,1,2,-,2,6,5,-,2,1,2
312890,-,1,-,1,8,4,-,2,2,1
312900,2,-,-,6,8,4,-,-,2,1
312910,1,-,-,5,6,2,-,1,1,-
312920,-,1,-,1,8,1,-,3,1,-
312930,1,2,-,1,7,3,-,2,1,1
312940,-,2,-,5,9,2,-,-,2,-
312950,3,4,-,17,20,14,-,3,-,1
312960,-,1,-,1,6,2,-,5,1,-
312965,1,1,-,1,7,2,-,1,-,-
312970,2,4,-,9,8,5,1,3,2,-
312980,16,19,5,24,105,22,3,33,8,12
312990,-,2,-,1,4,1,-,1,1,-
313000,-,1,-,-,1,2,-,-,1,-
313005,-,1,-,3,10,4,-,2,1,-
313010,2,2,-,19,26,10,-,7,3,-
313020,-,4,-,5,11,3,1,5,1,-
313030,1,-,-,3,9,5,-,2,1,-
313040,-,-,-,4,6,3,-,1,1,1
313050,-,4,-,5,15,4,-,2,2,1
313055,1,1,-,3,5,3,-,-,1,-
313060,-,2,-,1,5,1,-,3,-,1
313065,1,2,-,3,11,2,-,1,-,-
313070,1,3,-,5,10,4,-,3,1,1
313080,1,-,-,1,3,1,-,1,1,1
313090,5,4,-,15,23,7,-,7,2,1
313100,-,2,-,3,8,3,-,-,1,1
313110,-,-,-,1,5,2,-,4,1,-
313115,3,4,-,4,15,4,-,-,1,-
313120,2,8,-,13,19,9,-,2,2,3
313130,50,57,6,297,375,145,12,37,45,50
313140,-,2,-,-,3,1,-,2,1,-
313150,1,6,-,6,12,4,-,2,2,1
313160,4,1,-,2,3,2,-,1,2,2
313170,26,40,3,142,231,71,9,20,30,46
313180,1,3,-,7,10,2,1,1,2,-
313190,8,21,-,43,44,23,1,9,12,8
313200,1,-,-,3,4,1,-,2,1,-
313210,1,4,-,7,18,4,1,4,1,1
313220,2,3,2,7,13,10,1,3,2,-
313230,1,3,-,6,9,2,-,1,1,-
313240,18,32,11,143,181,70,26,17,22,37
313250,2,5,-,6,23,11,1,10,4,2
313260,-,1,-,1,3,1,-,1,1,1
313270,6,5,-,13,27,8,-,4,3,3
313280,-,-,-,-,5,1,-,1,1,-
313290,-,3,-,10,14,6,-,-,1,1
313300,4,3,1,4,15,4,-,5,3,2
313310,4,5,-,12,15,8,2,3,2,2
313320,1,1,-,7,8,2,-,1,2,-
313330,8,5,-,17,30,8,-,1,3,5
313340,-,4,-,19,12,8,-,-,4,-
313350,1,2,-,12,17,7,-,4,2,1
313360,1,1,-,2,7,3,1,2,2,-
313370,-,2,-,6,16,3,-,3,1,3
313375,-,2,-,17,13,9,1,3,4,1
313380,11,15,3,58,111,65,11,11,18,10
313390,1,-,-,1,6,1,-,1,1,-
313400,1,1,-,1,7,1,-,2,1,-
313410,1,4,-,1,6,2,-,1,1,-
313420,14,14,2,84,86,39,9,10,12,19
313430,-,1,-,4,5,2,-,2,1,-
313440,6,15,-,30,45,27,2,2,6,3
313450,-,1,-,-,4,3,1,2,-,1
313460,2,2,-,7,15,8,1,6,2,1
313470,4,2,-,3,5,2,-,2,1,2
313480,-,3,-,2,9,3,-,2,2,1
313490,-,3,-,16,19,9,2,3,5,4
313500,1,2,-,2,6,2,-,2,1,-
313505,2,2,-,21,40,9,1,3,3,-
313507,1,-,-,-,3,2,-,2,-,-
313510,19,13,1,62,105,28,5,9,12,11
313520,4,9,-,23,66,11,3,10,4,3
313530,1,2,-,1,3,2,-,1,1,1
313535,-,1,-,1,8,3,-,1,-,-
313540,-,5,-,4,13,3,-,-,3,-
313545,1,2,-,1,9,1,-,-,-,-
313550,3,2,-,3,4,4,1,2,1,1
313560,-,1,-,2,5,2,-,2,1,-
313570,-,2,-,3,11,1,-,3,2,1
313580,5,3,-,4,24,5,-,2,4,1
313590,-,1,-,1,4,2,-,2,2,-
313600,4,4,-,4,12,2,-,2,3,-
313610,-,1,-,1,6,1,-,2,1,-
313620,6,12,3,62,80,25,7,10,10,8
313630,5,11,4,24,56,23,5,12,7,9
313640,1,1,-,1,5,2,-,-,2,-
313650,1,2,1,1,6,1,-,5,2,-
313652,-,1,-,2,7,2,-,1,1,-
313655,-,1,-,1,5,1,-,1,1,-
313657,-,1,-,1,4,1,-,2,1,-
313660,1,1,-,3,3,2,-,4,-,-
313665,6,3,-,11,19,7,-,10,3,-
313670,152,190,68,721,1182,481,132,91,110,235
313680,-,1,-,1,6,2,-,2,1,-
313690,1,5,-,10,12,4,1,5,1,1
313695,-,1,-,3,9,1,-,2,1,-
313700,3,1,-,7,9,4,-,3,1,-
313710,-,3,-,3,12,3,-,2,1,1
313720,11,3,-,36,49,18,1,6,4,4
313730,1,2,-,1,4,3,-,2,1,-
313740,1,1,-,3,13,4,-,2,2,-
313750,2,15,1,16,20,10,1,5,3,1
313753,2,-,-,1,6,6,-,2,3,-
313760,18,21,3,36,75,21,4,23,11,18
313770,1,2,-,10,15,1,1,6,1,2
313780,5,5,-,9,18,6,-,3,4,3
313790,-,2,-,1,5,2,-,2,1,-
313800,1,3,-,4,6,7,-,2,1,1
313810,2,1,1,1,11,4,-,4,1,-
313820,11,9,3,118,137,87,14,12,39,30
313830,-,-,-,1,2,2,-,1,-,1
313835,1,1,-,-,7,4,-,2,1,-
313840,8,6,-,39,69,20,4,5,8,4
313850,2,2,-,2,4,2,-,-,1,-
313860,4,4,-,13,22,10,1,1,3,-
313862,2,2,-,1,8,5,-,-,1,-
313865,1,1,-,3,12,2,-,2,1,-
313867,1,-,-,1,6,3,-,1,1,-
313868,-,1,-,-,5,2,-,3,-,-
313870,-,1,-,3,7,3,-,1,-,-
313880,1,5,-,8,25,7,-,-,3,1
313890,3,4,-,4,8,2,-,1,4,-
313900,4,32,-,28,22,19,-,5,9,9
313910,-,1,-,1,3,1,-,2,1,1
313920,3,2,-,8,12,3,1,1,2,1
313925,1,2,-,2,5,2,-,-,1,1
313930,4,3,-,11,23,4,-,3,2,1
313940,22,21,2,76,131,52,10,16,19,21
313950,6,5,-,8,18,9,-,5,1,1
313960,7,5,2,21,36,12,1,4,4,4
313970,-,-,-,3,6,3,1,1,1,-
313980,-,3,-,9,10,8,-,5,2,-
313990,1,3,-,4,14,6,-,4,1,-
314000,10,17,-,56,61,28,4,9,17,11
314010,1,1,-,-,4,1,-,2,-,-
314015,1,3,-,1,5,5,-,4,1,1
314020,-,1,-,2,3,3,-,1,-,-
314030,1,1,-,-,4,2,-,1,1,-
314040,-,-,-,-,3,-,-,2,1,-
314050,-,3,-,6,11,8,-,2,3,-
314053,-,-,-,-,4,2,-,2,3,-
314055,1,1,-,1,4,3,-,1,1,-
314060,-,1,-,1,4,2,-,2,1,-
314070,2,9,2,29,27,13,1,8,8,1
314080,2,1,-,2,10,4,-,1,1,1
314085,2,1,-,2,9,2,-,-,1,-
314090,-,4,-,5,15,3,-,4,1,-
314100,1,2,-,2,16,2,-,6,1,1
314110,2,4,-,18,23,7,-,7,4,1
314120,-,2,-,1,2,5,-,1,1,1
314130,1,1,-,1,5,1,-,2,1,-
314140,2,6,-,12,18,4,-,1,-,2
314150,1,1,-,-,9,1,-,-,1,-
314160,1,2,-,3,9,7,1,1,2,2
314170,-,1,-,-,4,3,-,3,2,-
314180,2,3,-,16,30,11,-,6,4,1
314190,2,1,-,6,6,3,-,-,-,1
314200,3,4,-,7,20,2,-,2,3,1
314210,3,1,-,1,6,5,-,3,1,-
314220,3,3,-,6,7,4,1,3,3,1
314225,1,1,-,1,2,2,-,1,1,-
314230,-,1,-,4,4,3,1,1,1,-
314240,1,1,-,3,10,4,-,2,1,-
314250,-,-,-,2,3,2,-,1,1,-
314260,1,2,-,1,6,2,1,1,2,1
314270,-,2,-,7,15,2,-,1,2,-
314280,4,5,2,3,15,3,-,3,2,2
314290,2,2,2,5,26,6,-,7,4,-
314300,1,2,-,10,12,6,-,3,2,1
314310,4,6,1,28,49,18,1,9,6,1
314315,-,-,-,1,4,-,-,2,-,-
314320,-,5,-,8,23,8,2,6,3,5
314330,58,80,15,579,654,233,14,115,48,114
314340,4,3,-,4,10,5,-,5,1,4
314345,1,1,-,2,7,3,1,1,2,-
314350,1,3,-,1,11,4,-,4,1,-
314360,1,1,-,-,3,1,-,1,1,-
314370,-,1,-,-,3,1,-,1,-,-
314380,-,2,-,3,6,1,1,1,-,2
314390,32,42,5,121,236,87,17,16,39,26
314400,5,4,-,10,23,5,-,2,2,1
314410,3,3,-,4,22,11,1,4,4,1
314420,-,1,-,1,6,2,-,-,1,-
314430,4,9,-,22,46,21,1,6,4,3
314435,-,1,-,3,5,1,-,-,1,1
314437,-,1,-,1,3,-,-,1,-,-
314440,-,1,-,2,9,2,-,2,1,-
314450,-,1,-,3,8,1,1,2,-,-
314460,2,1,-,8,13,5,-,2,2,1
314465,-,-,-,3,10,3,-,2,1,-
314467,1,1,-,-,3,1,-,2,1,-
314470,2,4,-,4,14,6,-,-,2,1
314480,25,26,3,60,134,70,9,21,17,27
314490,-,1,-,1,5,2,-,1,1,-
314500,-,7,-,11,13,6,1,2,2,2
314505,1,2,-,4,10,3,-,1,1,-
314510,1,3,-,2,16,6,-,3,1,-
314520,8,17,-,29,87,10,5,13,5,4
314530,6,5,-,7,24,8,-,1,3,1
314535,1,2,-,1,3,1,-,3,1,-
314537,-,-,-,-,5,2,-,2,1,1
314540,-,1,-,3,4,7,-,-,1,-
314545,-,1,-,1,7,1,-,2,2,-
314550,-,1,-,1,2,3,-,1,1,1
314560,12,8,-,55,48,23,5,5,5,6
314570,-,1,-,1,2,-,-,1,-,-
314580,-,1,-,-,3,3,-,1,1,1
314585,1,-,-,1,4,2,-,-,2,-
314587,1,1,-,-,3,2,-,-,1,-
314590,4,4,2,13,41,16,5,8,9,3
314600,4,4,1,19,39,9,4,4,2,5
314610,10,10,6,59,76,29,-,15,19,14
314620,-,1,-,1,6,1,-,2,1,-
314625,-,2,-,-,3,2,-,2,-,-
314630,2,3,-,7,15,5,-,1,1,1
314640,1,1,-,5,6,1,-,-,3,-
314650,-,2,-,6,9,4,-,2,1,-
314655,1,1,-,1,5,1,-,-,1,-
314660,-,1,-,-,2,1,-,-,1,-
314670,1,2,-,5,9,3,-,3,-,-
314675,-,1,-,3,7,2,-,-,1,-
314690,-,5,-,1,7,4,1,2,3,2
314700,7,7,5,54,89,30,13,12,13,16
314710,12,21,3,60,135,41,8,30,15,13
314720,1,2,-,10,19,8,1,1,3,2
314730,2,4,-,16,5,8,1,3,1,3
314740,2,2,-,12,13,6,-,2,1,2
314750,-,2,-,-,6,2,-,-,1,-
314760,4,-,-,5,21,6,1,1,1,3
314770,2,2,-,2,11,5,-,2,2,-
314780,-,1,-,1,4,1,1,1,1,-
314790,30,25,8,123,253,66,14,12,27,24
314795,1,1,-,3,4,1,-,1,1,-
314800,32,145,12,115,301,150,27,29,39,34
314810,17,18,5,45,97,71,18,9,19,8
314820,-,1,-,2,4,2,-,3,-,-
314830,3,4,-,7,10,3,-,-,2,-
314840,-,-,-,2,3,-,-,2,1,-
314850,-,2,-,4,6,2,-,1,1,-
314860,-,2,-,4,18,6,-,3,1,1
314870,7,6,-,7,27,7,1,3,3,1
314875,1,2,-,3,5,1,-,-,1,-
314880,2,1,-,8,4,3,-,-,1,-
314890,-,1,-,2,5,1,-,2,1,-
314900,1,1,-,-,2,2,-,-,2,1
314910,1,3,-,1,14,4,-,1,1,-
314915,1,1,-,-,5,-,-,2,1,-
314920,-,2,-,4,4,2,-,1,1,1
314930,4,8,1,33,49,20,5,13,10,12
314940,-,1,-,1,3,2,-,-,1,-
314950,-,1,-,1,6,1,-,1,1,-
314960,-,1,-,1,3,1,-,2,-,-
314970,-,2,-,2,12,3,-,3,1,-
314980,1,3,-,8,24,26,2,1,3,1
314990,2,2,1,13,12,11,-,-,2,1
314995,1,2,-,-,6,2,-,1,2,-
315000,1,1,-,1,7,1,-,2,1,-
315010,2,1,-,1,3,3,-,-,1,1
315015,-,2,-,2,5,3,-,1,-,-
315020,-,1,-,-,11,2,-,1,1,-
315030,-,3,-,4,8,2,-,2,-,-
315040,1,1,-,1,4,3,-,5,-,-
315050,2,3,-,3,8,5,-,1,1,-
315053,-,-,-,2,5,1,-,-,-,-
315057,-,2,-,1,5,1,-,1,-,-
315060,1,-,-,-,7,3,-,3,-,-
315070,-,2,-,5,5,1,-,1,-,1
315080,1,2,-,4,12,4,-,7,2,-
315090,-,1,-,3,4,2,-,2,-,1
315100,-,2,-,1,8,5,-,3,1,3
315110,2,3,1,8,16,6,1,3,2,1
315120,16,15,-,22,79,32,3,14,10,7
315130,1,-,-,1,8,8,-,5,3,1
315140,3,5,-,12,14,2,-,5,2,2
315150,6,7,-,44,58,31,1,6,7,4
315160,1,2,-,13,11,6,1,2,-,-
315170,2,2,1,12,27,6,-,3,2,2
315180,32,39,5,173,408,187,22,30,42,40
315190,-,1,-,2,10,2,-,-,1,-
315200,2,3,-,16,24,10,2,4,4,3
315210,15,18,1,71,118,36,10,15,19,13
315213,1,-,-,2,4,1,-,-,-,-
315217,1,3,-,4,12,1,-,1,1,-
315220,2,2,1,8,45,9,-,19,2,-
315230,4,1,-,1,5,6,1,5,2,-
315240,2,3,-,7,8,7,-,3,2,1
315250,22,19,19,101,288,136,35,29,37,54
315260,1,2,-,5,7,3,-,2,2,-
315270,2,2,-,1,8,4,-,3,2,-
315280,6,2,-,19,27,8,-,2,2,3
315290,-,1,-,2,8,3,-,4,1,-
315300,-,1,-,2,4,2,-,-,-,-
315310,1,2,-,3,8,1,-,1,2,-
315320,1,2,-,-,4,2,-,2,1,-
315330,-,1,-,2,8,3,-,1,1,-
315340,6,4,-,8,13,4,-,5,3,-
315350,-,1,-,-,7,2,-,2,1,1
315360,-,1,-,-,5,1,-,2,-,-
315370,-,1,-,-,2,1,-,1,1,-
315380,-,1,-,-,1,-,-,-,1,-
315390,1,1,-,9,7,3,-,1,1,-
315400,3,5,-,13,17,6,-,11,1,3
315410,-,4,-,4,12,2,-,1,1,-
315415,1,1,-,1,8,1,-,3,1,-
315420,-,4,-,3,12,2,-,4,2,-
315430,2,8,-,7,19,2,2,3,2,2
315440,-,3,-,3,7,-,-,1,1,-
315445,1,3,-,3,7,2,-,1,-,-
315450,2,1,-,-,5,2,-,3,1,-
315460,40,22,1,36,186,40,-,45,17,12
315470,-,1,-,2,3,-,-,-,-,-
315480,1,1,-,8,15,4,-,5,-,-
315490,2,4,-,9,6,8,-,8,3,1
315500,-,1,-,-,2,1,-,-,1,-
315510,1,-,-,2,8,2,-,2,1,-
315520,1,2,-,3,7,1,-,1,1,-
315530,-,-,-,1,3,-,-,2,1,-
315540,2,1,-,3,7,4,-,2,1,-
315550,-,3,1,4,16,5,-,3,1,-
315560,3,2,-,11,23,5,-,2,1,2
315570,2,2,-,3,8,2,-,-,1,-
315580,4,4,2,10,22,12,1,5,5,3
315590,-,2,-,5,8,2,-,2,-,-
315600,1,2,-,4,10,1,-,-,1,-
315610,1,2,-,2,4,3,-,1,1,1
315620,2,1,-,-,2,3,-,-,1,1
315630,1,1,-,-,6,5,-,1,-,-
315640,-,1,-,1,5,1,-,1,-,-
315645,-,-,-,2,6,3,-,1,1,-
315650,1,1,-,6,9,2,-,1,1,-
315660,2,2,-,3,9,2,-,1,1,-
315670,7,7,7,29,96,21,2,19,8,8
315680,-,3,-,3,11,2,-,3,2,1
315690,4,3,1,24,38,16,1,5,4,4
315700,9,6,1,18,51,18,-,10,5,-
315710,1,3,-,2,7,1,1,2,1,-
315720,1,7,-,23,26,14,1,7,5,1
315725,1,1,-,-,6,2,-,1,-,-
315727,-,-,-,2,5,1,-,1,1,-
315730,-,1,-,-,3,2,-,-,1,-
315733,-,1,-,1,3,3,-,3,1,-
315737,-,1,-,1,2,2,-,1,1,-
315740,-,1,-,1,1,2,-,-,2,-
315750,1,1,-,-,5,2,-,1,2,-
315760,1,1,-,1,7,1,-,2,1,-
315765,1,1,-,2,5,2,-,3,1,-
315770,-,6,-,5,10,3,-,-,2,1
315780,16,12,2,63,121,40,2,43,14,6
315790,2,4,-,5,13,3,-,3,1,1
315800,1,1,-,1,3,4,-,1,1,-
315810,1,1,-,3,5,2,-,-,1,-
315820,1,3,-,5,12,3,-,1,3,-
315830,1,-,-,3,7,4,-,4,-,1
315840,-,1,-,-,3,1,-,-,-,-
315850,1,-,-,-,11,2,-,4,1,-
315860,-,-,-,2,3,1,-,2,-,-
315870,-,1,-,-,5,1,-,1,1,-
315880,-,-,-,2,5,2,-,1,1,-
315890,-,2,-,2,8,1,-,3,1,-
315895,2,2,-,4,12,3,1,7,2,1
315900,-,1,-,2,3,3,-,2,1,1
315910,-,1,-,-,3,-,-,2,1,-
315920,-,2,-,1,9,5,-,2,1,-
315930,-,2,-,5,6,4,-,2,1,-
315935,-,1,-,1,5,4,-,2,2,-
315940,1,1,-,4,5,1,-,1,1,-
315950,-,2,-,-,5,-,-,3,1,-
315960,4,9,1,22,34,38,2,4,9,3
315970,1,1,-,1,5,3,-,-,1,1
315980,3,5,1,11,11,8,-,4,2,2
315990,3,5,-,12,20,9,-,1,3,-
316000,-,1,-,2,4,1,1,1,2,-
316010,1,-,-,2,9,2,-,-,2,-
316020,-,-,-,-,3,1,-,1,-,-
316030,1,1,-,1,8,3,-,3,1,-
316040,3,8,-,19,56,11,1,5,4,1
316045,-,1,-,1,7,2,-,-,1,-
316050,-,1,-,-,4,1,-,-,2,-
316060,-,1,-,-,3,-,-,2,1,-
316070,4,8,-,27,46,9,3,10,3,7
316080,-,1,-,1,6,1,-,2,-,-
316090,-,2,-,1,3,1,-,2,-,-
316095,-,1,-,-,3,2,-,1,1,1
316100,1,2,-,7,6,3,-,5,-,1
316105,1,1,-,-,4,2,-,-,1,-
316110,3,5,1,9,40,9,1,10,4,-
316120,-,1,-,1,6,1,-,1,1,-
316130,-,4,-,5,5,3,-,-,3,-
316140,3,1,-,1,5,2,-,1,1,-
316150,1,2,-,2,4,2,-,4,1,1
316160,1,1,-,-,7,1,-,2,1,-
316165,-,1,-,2,5,2,-,1,1,-
316170,-,1,-,-,4,5,1,2,1,-
316180,-,-,-,2,8,4,-,2,1,-
316190,1,3,-,5,11,3,-,5,2,-
316200,2,2,-,14,9,15,-,4,2,2
316210,5,6,-,14,37,24,2,9,6,1
316220,-,1,-,4,12,1,-,2,1,-
316225,-,1,-,-,8,3,-,2,1,-
316230,-,1,-,1,1,2,-,-,1,-
316240,4,1,-,7,22,12,-,2,5,1
316245,2,3,-,-,18,6,-,7,2,-
316250,13,23,3,122,120,81,5,10,15,13
316255,-,2,-,2,9,3,-,-,-,-
316257,1,-,-,1,7,-,-,1,-,1
316260,-,2,-,-,7,5,-,3,1,-
316265,-,1,-,1,4,2,-,2,1,-
316270,4,2,-,5,19,6,-,5,1,-
316280,1,5,-,3,10,4,-,3,1,-
316290,1,6,-,17,21,8,1,1,2,2
316292,15,2,-,9,32,8,-,6,1,-
316294,1,1,-,1,8,2,-,-,2,-
316295,2,2,-,9,14,3,1,3,-,1
316300,-,1,-,-,4,1,1,2,-,-
316310,-,1,-,1,8,4,-,2,1,-
316320,-,1,-,6,4,1,-,-,-,-
316330,1,1,-,1,4,2,-,2,-,-
316340,2,-,-,1,2,1,-,1,1,-
316350,-,-,-,2,8,2,-,3,-,-
316360,-,2,-,-,6,-,-,1,1,-
316370,8,9,6,62,79,33,6,9,11,12
316380,3,7,-,2,7,-,-,3,2,-
316390,-,4,-,3,7,2,-,1,1,-
316400,1,1,-,-,3,1,-,1,1,-
316410,1,1,-,1,3,1,-,2,1,-
316420,-,1,-,2,16,3,-,4,1,-
316430,-,1,-,-,5,3,-,2,1,-
316440,-,-,-,-,5,2,-,1,1,-
316443,1,1,-,2,3,1,-,-,1,-
316447,1,1,-,-,3,2,-,-,2,-
316450,-,-,-,-,7,2,-,4,2,-
316460,-,2,-,-,7,3,-,1,1,1
316470,22,9,3,58,138,52,5,17,15,9
316480,1,1,-,-,6,-,-,1,-,-
316490,-,2,-,-,1,3,-,1,-,-
316500,-,2,-,-,9,2,-,3,1,-
316510,1,1,-,4,5,1,1,-,1,1
316520,1,2,-,2,7,3,1,3,1,-
316530,1,3,-,2,8,4,-,2,1,-
316540,2,1,-,3,3,3,-,-,-,1
316550,1,-,-,-,5,2,-,1,1,-
316553,2,6,-,11,25,7,-,9,5,1
316555,-,-,-,3,2,2,-,-,1,-
316556,-,1,-,1,1,1,-,-,1,-
316557,1,2,-,1,7,1,-,2,1,-
316560,-,1,-,-,2,2,-,1,-,-
316570,2,2,-,7,11,3,-,3,1,1
316580,-,1,-,1,4,3,-,-,-,-
316590,-,1,-,1,6,2,-,1,1,-
